open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1609459200000,1.291,1.435,1.285,1.359,364793.005,1609545599999,503947.05668000004,4549,183225.22600000002,252942.402294,0
1609545600000,1.355,1.3969999999999998,1.26,1.2919999999999998,323050.128,1609631999999,431526.378612,4211,166548.986,223439.45818299998,0
1609632000000,1.2919999999999998,1.359,1.22,1.311,388299.05799999996,1609718399999,503598.85299499996,4997,202600.55899999998,263787.72173499997,0
1609718400000,1.311,1.455,1.274,1.3630000000000002,429610.665,1609804799999,584205.230245,7242,206826.885,281430.373272,0
1609804800000,1.3630000000000002,1.57,1.318,1.4809999999999999,458603.13700000005,1609891199999,646249.413056,5974,222153.82100000003,313912.315413,0
1609891200000,1.4809999999999999,1.641,1.35,1.507,982015.197,1609977599999,1470115.270971,11921,523219.912,784157.1386640001,0
1609977600000,1.506,1.521,1.3359999999999999,1.401,815984.945,1610063999999,1177872.2971360001,10570,417229.573,602783.959625,0
1610064000000,1.402,1.453,1.278,1.43,617093.059,1610150399999,853201.8461760001,7353,288292.80100000004,399613.643526,0
1610150400000,1.431,1.6280000000000001,1.4040000000000001,1.536,981837.503,1610236799999,1506101.461652,11604,522551.851,802349.093212,0
1610236800000,1.5330000000000001,1.62,1.328,1.456,1044925.7679999999,1610323199999,1536036.599764,12353,524951.652,771657.801953,0
1610323200000,1.459,1.459,1.181,1.268,953464.9770000001,1610409599999,1249305.285274,9545,459016.08700000006,599777.1566600001,0
1610409600000,1.265,1.3980000000000001,1.2309999999999999,1.307,533573.118,1610495999999,707453.114858,6134,270569.201,359321.063665,0
1610496000000,1.32,1.44,1.261,1.413,414266.43,1610582399999,557895.937679,5649,217740.857,294192.728913,0
1610582400000,1.415,1.449,1.3359999999999999,1.4369999999999998,379986.653,1610668799999,530554.124545,4762,206440.218,289058.94189899997,0
1610668800000,1.44,1.604,1.385,1.558,1061485.8059999999,1610755199999,1596823.835936,11788,544365.443,819846.018186,0
1610755200000,1.564,1.78,1.508,1.534,1489608.0890000002,1610841599999,2483171.606079,16585,658623.644,1096580.016427,0
1610841600000,1.536,1.78,1.385,1.729,1996189.352,1610927999999,3168912.708791,24015,1004939.316,1587331.170747,0
1610928000000,1.729,1.847,1.63,1.7280000000000002,1055865.119,1611014399999,1837946.2069700002,14712,536536.81,935886.92775,0
1611014400000,1.73,1.98,1.675,1.8230000000000002,1366605.88,1611100799999,2538819.104517,20924,711601.795,1317644.7700049998,0
