open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1609459200000,0.07773,0.08372,0.07697999999999999,0.08354,19334828.3,1609545599999,1568608.376254,17708,10327601.2,837540.475403,0
1609545600000,0.08337,0.08337,0.07718,0.07915,15621098.8,1609631999999,1236830.196342,14750,7872821.6,622975.108029,0
1609632000000,0.07927000000000001,0.0828,0.07567,0.08113,23705364.7,1609718399999,1880255.311207,20521,11980854.4,951338.2889120001,0
1609718400000,0.08117,0.08742,0.075,0.07892,35264477.3,1609804799999,2844000.557819,30795,17237866.7,1392091.168342,0
1609804800000,0.07892,0.08276,0.07687000000000001,0.0823,24679099.9,1609891199999,1988693.7806799999,22281,12452904.8,1004000.9461549999,0
1609891200000,0.08211,0.09327,0.08166,0.09225,44438090.4,1609977599999,3902163.8940589996,36918,21868930.4,1920891.866754,0
1609977600000,0.0923,0.13,0.08992,0.12914,177451266.9,1610063999999,19570579.507518,111939,90452981.8,10011129.442792,0
1610064000000,0.12914,0.16167,0.1073,0.12623,271383891.4,1610150399999,35958373.213649,149676,143828910.0,19067393.92201,0
1610150400000,0.12623,0.12807000000000002,0.11022,0.11523,56108874.3,1610236799999,6462279.6654860005,47623,29151027.3,3355630.833321,0
1610236800000,0.11528,0.121,0.09802000000000001,0.10655,61025798.7,1610323199999,6785886.416719,46232,33942867.4,3772308.319032,0
1610323200000,0.10680999999999999,0.10695,0.08,0.09419,55537096.1,1610409599999,5095822.907858999,39340,28045691.6,2571474.695688,0
1610409600000,0.09415,0.11905,0.09122000000000001,0.11048,102507849.1,1610495999999,11003582.381114,64479,54385104.8,5847149.5050059995,0
1610496000000,0.11059000000000001,0.11642000000000001,0.09894,0.11467000000000001,42066384.1,1610582399999,4513187.599094001,34451,22593274.8,2422984.694555,0
1610582400000,0.11487,0.11759000000000001,0.1077,0.11052000000000001,26782781.3,1610668799999,2957846.6407919996,23630,14324159.6,1581288.546367,0
1610668800000,0.11060999999999999,0.11438,0.09819,0.10662,40856110.4,1610755199999,4393867.1518089995,32862,20810770.2,2239195.269576,0
