open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,name
1609459200000,0.02333,0.025,0.02316,0.02426,12095621.9,1609545599999,291549.445223,3577,5135066.8,124337.36485,0,PERLUSDT
1609545600000,0.02413,0.0253,0.022,0.02356,25617437.5,1609631999999,605957.323476,6150,11227175.9,266390.607901,0,PERLUSDT
1609632000000,0.02356,0.02692,0.0235,0.02642,25565596.1,1609718399999,648200.458258,7189,13692690.2,347788.077803,0,PERLUSDT
1609718400000,0.02643,0.027,0.02323,0.02483,29289021.0,1609804799999,743144.585582,7669,12601823.6,321213.268363,0,PERLUSDT
1609804800000,0.02485,0.027,0.024,0.02435,32684848.1,1609891199999,822906.3889779999,8242,15726628.2,398287.741942,0,PERLUSDT
1609891200000,0.02439,0.0289999999999999,0.024,0.02787,56102410.2,1609977599999,1484178.99929,14539,28380118.3,758755.884919,0,PERLUSDT
1609977600000,0.02788,0.03085,0.0264,0.0275699999999999,58570899.0,1610063999999,1681301.1693459998,15048,28203181.5,812698.372843,0,PERLUSDT
1610064000000,0.02766,0.0352,0.02571,0.03175,53621151.4,1610150399999,1616224.151808,15711,27201050.7,827359.1849529999,0,PERLUSDT
1610150400000,0.03175,0.0340899999999999,0.03086,0.03102,59144975.3,1610236799999,1908019.651651,14278,28654981.3,927013.109254,0,PERLUSDT
1610236800000,0.03103,0.03298,0.0268699999999999,0.02887,47877221.9,1610323199999,1465161.745118,11549,21505572.6,659680.4064409999,0,PERLUSDT
1610323200000,0.02886,0.02886,0.0232,0.02616,28581944.7,1610409599999,721871.128453,9134,11678770.1,295326.784199,0,PERLUSDT
1610409600000,0.02607,0.0275,0.02364,0.0255,16593494.5,1610495999999,429063.093485,5371,7522118.2,194642.632451,0,PERLUSDT
1610496000000,0.0255,0.02773,0.02424,0.02721,19900624.7,1610582399999,521860.95912700007,5507,9472447.1,248624.312386,0,PERLUSDT
1610582400000,0.0272199999999999,0.02779,0.0257899999999999,0.0261199999999999,20491581.9,1610668799999,548515.170917,5193,9951863.6,267216.716588,0,PERLUSDT
1610668800000,0.0261199999999999,0.0285699999999999,0.0255,0.02753,28467508.0,1610755199999,774035.88603,7521,12599250.5,343037.41886,0,PERLUSDT
1610755200000,0.02754,0.03223,0.02741,0.03061,49299785.7,1610841599999,1486326.141153,13413,24461766.4,739611.692718,0,PERLUSDT
1610841600000,0.0306199999999999,0.03116,0.0279999999999999,0.0304899999999999,26033152.2,1610927999999,772131.73625,7313,12336564.9,367670.591609,0,PERLUSDT
1610928000000,0.0304899999999999,0.0345,0.0299,0.033,54268353.7,1611014399999,1724674.190864,14256,25643824.5,816779.200923,0,PERLUSDT
1611014400000,0.0330899999999999,0.03567,0.03141,0.03143,53498298.8,1611100799999,1778904.850746,13218,25010069.2,832699.547758,0,PERLUSDT
1611100800000,0.03142,0.03232,0.02852,0.0307,28852227.0,1611187199999,872579.247101,7747,13748822.9,416743.23944,0,PERLUSDT
1611187200000,0.03069,0.03968,0.03,0.03701,112688687.7,1611273599999,3853071.571389,21086,54120203.5,1853113.96233,0,PERLUSDT
1611273600000,0.037,0.039,0.032,0.0338899999999999,111093195.9,1611359999999,3996383.390296,23482,52054265.9,1880392.328103,0,PERLUSDT
1611360000000,0.03392,0.0378,0.03333,0.03671,41763583.0,1611446399999,1482250.04445,11474,18938745.7,675277.999868,0,PERLUSDT
1611446400000,0.03653,0.03677,0.0325,0.03447,49806784.8,1611532799999,1727096.119521,12678,23131410.1,802554.8964890001,0,PERLUSDT
1611532800000,0.03424,0.04256,0.03424,0.03829,78339736.7,1611619199999,2997461.389685,18596,40531672.9,1555465.4282139998,0,PERLUSDT
1611619200000,0.03829,0.04392,0.03469,0.04268,72727674.0,1611705599999,2867646.336954,20830,34918104.7,1386733.95147,0,PERLUSDT
1611705600000,0.04268,0.045,0.0372,0.03863,68214180.7,1611791999999,2741297.09165,19656,29125425.8,1179201.576717,0,PERLUSDT
1611792000000,0.03863,0.0426,0.0376,0.03798,42247818.1,1611878399999,1676393.921924,12685,21957777.4,871712.164455,0,PERLUSDT
1611878400000,0.03798,0.0409999999999999,0.03522,0.04019,64441478.8,1611964799999,2422098.513312,18440,27466055.7,1038106.793558,0,PERLUSDT
1611964800000,0.04019,0.043,0.0357699999999999,0.03788,49242686.0,1612051199999,1930531.122661,15403,23341469.3,916851.480894,0,PERLUSDT
1612051200000,0.03789,0.0409999999999999,0.03623,0.0396,33311789.8,1612137599999,1272667.498393,12805,16176599.8,620644.356197,0,PERLUSDT
1612137600000,0.0393899999999999,0.04,0.037,0.03773,23797976.9,1612223999999,906529.617608,9023,10577855.5,403364.250098,0,PERLUSDT
1612224000000,0.03773,0.04406,0.037,0.04011,85670261.6,1612310399999,3503605.221384,22998,40515001.5,1655980.665814,0,PERLUSDT
1612310400000,0.04017,0.0482,0.0387,0.04713,73439694.2,1612396799999,3199913.369776,23327,39443915.0,1731292.378106,0,PERLUSDT
1612396800000,0.04713,0.0583399999999999,0.04555,0.04815,174407762.0,1612483199999,8938008.062073,52760,86384008.7,4432934.061752,0,PERLUSDT
1612483200000,0.04809,0.06189,0.04772,0.0562299999999999,159923215.1,1612569599999,9061187.968738,49131,91989874.4,5246027.674615,0,PERLUSDT
1612569600000,0.05654,0.0574,0.0481199999999999,0.05267,63279907.9,1612655999999,3285238.148817,28554,29347934.7,1528589.184759,0,PERLUSDT
1612656000000,0.0524,0.055,0.04598,0.04994,39343243.7,1612742399999,1987155.65349,20170,17777287.4,898774.273157,0,PERLUSDT
1612742400000,0.04991,0.05767,0.0489,0.0549,68124809.5,1612828799999,3662328.0428,25753,33850860.2,1826776.360155,0,PERLUSDT
1612828800000,0.05491,0.06989,0.05293,0.06688,128546540.6,1612915199999,8252844.641949001,48681,65165742.6,4182500.640038,0,PERLUSDT
1612915200000,0.06696,0.0799,0.0563,0.07851,156808691.1,1613001599999,10624247.270867,54141,81502034.4,5569924.297437,0,PERLUSDT
1613001600000,0.07818,0.08527,0.07157,0.07551,117664922.1,1613087999999,9141032.227651,51919,58019952.6,4522378.273625,0,PERLUSDT
1613088000000,0.07558,0.0918,0.072,0.08425,125326652.0,1613174399999,10692748.912136,51134,62789881.7,5366329.506791,0,PERLUSDT
1613174400000,0.0843,0.1045,0.08012,0.09096,100964514.44,1613260799999,9322029.338177802,42921,49572446.94,4597069.7331388,0,PERLUSDT
