open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,name
1609459200000,0.08257,0.089,0.07723,0.07887,580732126.2,1609545599999,48556057.436697,129547,293852358.2,24591475.533837,0,ZILUSDT
1609545600000,0.07896,0.0812799999999999,0.07026,0.07219,494851911.1,1609631999999,38097154.600888,103901,250744555.1,19321628.153888,0,ZILUSDT
1609632000000,0.07219,0.07689,0.0633,0.06763,971917210.9,1609718399999,68094924.941064,164370,483276044.4,33925433.61868,0,ZILUSDT
1609718400000,0.06766,0.078,0.06685,0.06998,730857823.2,1609804799999,52248852.716269,153269,356375525.0,25474321.959385,0,ZILUSDT
1609804800000,0.06998,0.07495,0.06517,0.07023,556215920.4,1609891199999,39221421.13391,108903,285350556.6,20133198.037557,0,ZILUSDT
1609891200000,0.07026,0.085,0.06956,0.07772,812528626.6,1609977599999,64472681.43734301,179244,423190319.4,33547779.741375,0,ZILUSDT
1609977600000,0.07776,0.08479,0.0707,0.07581,696858168.1,1610063999999,55620443.43022701,159777,347044538.2,27728290.027129,0,ZILUSDT
1610064000000,0.07584,0.0775,0.068,0.07337,398774074.6,1610150399999,29273456.238437,97278,203247702.2,14943201.585807,0,ZILUSDT
1610150400000,0.07322,0.08,0.071,0.07587,319075245.1,1610236799999,24008921.931921,76724,162157586.4,12205252.664941,0,ZILUSDT
1610236800000,0.07589,0.0831,0.06684,0.07285,463354814.1,1610323199999,35428375.514819,113719,230049930.0,17649789.343445998,0,ZILUSDT
1610323200000,0.07284,0.07326,0.05131,0.06481,896752163.8,1610409599999,54157885.572598,155817,467770748.7,28204221.786381,0,ZILUSDT
1610409600000,0.06498,0.071,0.05807,0.06197,454342552.1,1610495999999,29038783.948983,86805,231785612.9,14808277.972549,0,ZILUSDT
1610496000000,0.06196,0.07228,0.05872,0.07035,373479935.2,1610582399999,24580787.36406,74896,190509622.2,12544511.542161,0,ZILUSDT
1610582400000,0.07045,0.07234,0.065,0.06906,461350719.3,1610668799999,31863692.566836,81917,234675369.0,16196037.700192,0,ZILUSDT
1610668800000,0.06905,0.07017,0.06,0.06622,395566646.6,1610755199999,26302609.978318,77083,202973846.3,13511758.09946,0,ZILUSDT
1610755200000,0.06625,0.07575,0.06595,0.07349,470878746.2,1610841599999,33762169.453583,104804,237261830.7,17017048.292685997,0,ZILUSDT
1610841600000,0.07347,0.0795,0.06962,0.07341,451842559.7,1610927999999,33422775.188775,101382,232361425.1,17207023.231979,0,ZILUSDT
1610928000000,0.0734,0.0813,0.0705,0.0789,494553977.4,1611014399999,37978175.034811,105619,251755089.9,19356130.774432,0,ZILUSDT
1611014400000,0.0788799999999999,0.0792,0.0719,0.0735799999999999,319888811.3,1611100799999,24535069.678145003,70657,155228185.9,11911424.03274,0,ZILUSDT
1611100800000,0.07362,0.07555,0.0678,0.07413,303065833.7,1611187199999,21829644.59397,72644,151872236.1,10950734.763939,0,ZILUSDT
1611187200000,0.07406,0.0749,0.06044,0.06214,280709966.7,1611273599999,19024809.799964003,68101,135253795.2,9175956.775544,0,ZILUSDT
1611273600000,0.06213,0.06977,0.057,0.06757,282759185.4,1611359999999,18226307.189952,64867,144364959.3,9328496.457473,0,ZILUSDT
