open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,name
1609459200000,0.0368,0.04312,0.03653,0.0391699999999999,16271222.8,1609545599999,651508.3657770001,8506,8420083.7,338064.869781,0,DATAUSDT
1609545600000,0.03918,0.03975,0.03666,0.03834,13161988.7,1609631999999,501487.6353640001,5120,6136366.0,234899.656643,0,DATAUSDT
1609632000000,0.03855,0.04098,0.0371,0.0389,15769486.2,1609718399999,605460.3952960001,5354,9332403.0,358404.753945,0,DATAUSDT
1609718400000,0.03891,0.04388,0.0374,0.04,19428674.2,1609804799999,791001.464329,11980,9103351.1,372516.715202,0,DATAUSDT
1609804800000,0.04013,0.04099,0.038,0.04029,10555502.0,1609891199999,420833.598801,6025,4403038.8,176013.03732,0,DATAUSDT
1609891200000,0.04034,0.0479,0.03912,0.04335,27504186.1,1609977599999,1168366.529738,12569,13922418.0,593069.111589,0,DATAUSDT
1609977600000,0.04347,0.05686,0.0427,0.04456,49616522.3,1610063999999,2416218.526421,19768,25085581.5,1228059.527056,0,DATAUSDT
1610064000000,0.0446,0.05982,0.04211,0.0580799999999999,58660263.9,1610150399999,3098614.731189,25031,31173685.6,1653677.250485,0,DATAUSDT
1610150400000,0.0580799999999999,0.06999,0.0514,0.05223,61255521.2,1610236799999,3665763.712193,27611,31447708.4,1899408.355252,0,DATAUSDT
1610236800000,0.05237,0.05973,0.044,0.04879,27334942.6,1610323199999,1430974.442872,12653,11899407.7,628781.855862,0,DATAUSDT
1610323200000,0.04877,0.04877,0.03717,0.04294,25787044.9,1610409599999,1078542.763052,8221,12116417.9,509780.096758,0,DATAUSDT
1610409600000,0.04313,0.04646,0.04101,0.04439,10284909.9,1610495999999,452793.222733,5299,4789315.1,211397.140064,0,DATAUSDT
1610496000000,0.0442,0.04635,0.04156,0.0458,9718449.4,1610582399999,433705.99779,4424,4983665.9,222886.323455,0,DATAUSDT
1610582400000,0.04582,0.05,0.04397,0.04577,12734303.1,1610668799999,589061.085982,5521,6608725.1,306574.718724,0,DATAUSDT
1610668800000,0.04578,0.049,0.042,0.0476,12747648.9,1610755199999,579132.896217,6028,5812069.8,265701.939637,0,DATAUSDT
1610755200000,0.04749,0.0561399999999999,0.04678,0.0522399999999999,22659119.6,1610841599999,1164188.682636,11918,12024292.2,618615.174758,0,DATAUSDT
1610841600000,0.05211,0.05311,0.04618,0.05024,13870355.0,1610927999999,693833.5170539999,8766,6045765.6,303709.814735,0,DATAUSDT
1610928000000,0.05024,0.0535799999999999,0.04862,0.05144,8457482.7,1611014399999,435170.819679,5711,4305338.5,222323.254209,0,DATAUSDT
1611014400000,0.05145,0.05545,0.05075,0.05388,18933062.1,1611100799999,1015880.875223,6947,10182528.4,548425.261511,0,DATAUSDT
1611100800000,0.05388,0.068,0.05075,0.06087,74637192.0,1611187199999,4450889.867582,32380,38848445.0,2326938.4305310003,0,DATAUSDT
1611187200000,0.0609799999999999,0.0621799999999999,0.04945,0.05028,21811571.4,1611273599999,1192565.974461,10762,9850726.6,540580.656462,0,DATAUSDT
1611273600000,0.05043,0.07,0.04555,0.06157,40751547.3,1611359999999,2493761.120001,19289,21411539.5,1317665.042447,0,DATAUSDT
1611360000000,0.06157,0.07387,0.06055,0.0628799999999999,84758534.1,1611446399999,5687609.368872,35108,45167458.6,3039070.24624,0,DATAUSDT
1611446400000,0.06291,0.06717,0.06001,0.06145,27587292.7,1611532799999,1743989.1988549998,13178,13736162.0,869008.7570110001,0,DATAUSDT
1611532800000,0.06142,0.06255,0.05581,0.05633,16080846.0,1611619199999,964958.685102,9601,6483626.0,390202.056771,0,DATAUSDT
1611619200000,0.05626,0.0615,0.05351,0.06107,14126970.9,1611705599999,809717.5641579999,8717,7376997.2,425109.555231,0,DATAUSDT
1611705600000,0.06101,0.0614,0.0508,0.0534799999999999,12680859.9,1611791999999,702473.40356,8100,5796178.9,321698.34446999995,0,DATAUSDT
1611792000000,0.05342,0.05865,0.0531,0.05587,9899121.2,1611878399999,557937.28802,6093,4526711.3,255354.385803,0,DATAUSDT
1611878400000,0.0556899999999999,0.05799,0.0533299999999999,0.05616,16051834.1,1611964799999,889318.827341,9138,7073762.7,393110.896002,0,DATAUSDT
1611964800000,0.05631,0.06912,0.0545299999999999,0.06357,28543652.3,1612051199999,1755611.23985,17356,15533602.1,958847.990995,0,DATAUSDT
1612051200000,0.06395,0.06395,0.05571,0.0591,13871421.5,1612137599999,820791.276144,9042,5906557.7,348898.187706,0,DATAUSDT
1612137600000,0.05901,0.06039,0.057,0.05945,12500811.7,1612223999999,728366.921294,6802,6130741.5,357935.980646,0,DATAUSDT
1612224000000,0.0592799999999999,0.06496,0.05811,0.06317,10834357.3,1612310399999,661778.9471529999,8377,5512870.4,338035.476268,0,DATAUSDT
1612310400000,0.0634899999999999,0.079,0.06225,0.07676,38437357.5,1612396799999,2759345.085721,24382,19402251.0,1395233.492693,0,DATAUSDT
1612396800000,0.07676,0.0785,0.06645,0.07073,16873274.7,1612483199999,1214941.179849,12888,8128144.0,587285.883147,0,DATAUSDT
1612483200000,0.07084,0.083,0.07023,0.07961,24225064.9,1612569599999,1837677.556542,17572,12398639.6,943279.118079,0,DATAUSDT
1612569600000,0.07992,0.0806,0.07044,0.07143,16218435.1,1612655999999,1209883.279672,11622,7018163.5,524489.437368,0,DATAUSDT
1612656000000,0.07143,0.07452,0.065,0.06946,16281510.2,1612742399999,1138855.896972,10525,7189220.5,503083.13225,0,DATAUSDT
1612742400000,0.06946,0.0772,0.06767,0.07438,22931117.1,1612828799999,1687503.123899,13817,9953228.4,732699.075604,0,DATAUSDT
1612828800000,0.07429,0.0799899999999999,0.07065,0.07617,28970400.2,1612915199999,2157921.376171,16536,12934869.4,963933.526511,0,DATAUSDT
1612915200000,0.0760899999999999,0.085,0.0737299999999999,0.0844299999999999,33505398.4,1613001599999,2676650.766114,22873,15977534.3,1275691.410906,0,DATAUSDT
1613001600000,0.08422,0.11,0.08142,0.09696,51631400.2,1613087999999,4822105.959539,29976,26647507.1,2492956.869216,0,DATAUSDT
1613088000000,0.09719,0.19,0.09171,0.1315599999999999,619647805.0,1613174399999,95095853.057833,276083,310653176.1,47877578.014639005,0,DATAUSDT
1613174400000,0.1315599999999999,0.1396099999999999,0.12,0.12713,98661250.7,1613260799999,12894348.098373,64165,46994549.8,6151175.186108001,0,DATAUSDT
1613260800000,0.1273,0.1283099999999999,0.1102,0.11304,51308738.4,1613347199999,6065416.849401,35027,25252199.7,2989184.638085,0,DATAUSDT
1613347200000,0.1132599999999999,0.11745,0.0961,0.10578,35092139.3,1613433599999,3776577.695961,23690,16854522.5,1819744.200732,0,DATAUSDT
1613433600000,0.1052599999999999,0.11441,0.0978899999999999,0.1030099999999999,23423822.0,1613519999999,2477582.809237,15899,11195822.9,1187562.53479,0,DATAUSDT
1613520000000,0.1030099999999999,0.12668,0.09512,0.11406,61727840.7,1613606399999,6981107.62058,33739,31884071.2,3625019.480806,0,DATAUSDT
1613606400000,0.11449,0.127,0.1140299999999999,0.11925,34322107.1,1613692799999,4096516.703912,25705,16157246.6,1933143.966508,0,DATAUSDT
1613692800000,0.11927,0.12122,0.1099,0.1146,22839582.8,1613779199999,2642701.292086,17475,11332372.6,1313274.812043,0,DATAUSDT
1613779200000,0.1148599999999999,0.12285,0.1,0.106,32651580.7,1613865599999,3719094.954831,22348,15944223.1,1812235.604781,0,DATAUSDT
1613865600000,0.106,0.1151,0.10464,0.1127599999999999,13481234.1,1613951999999,1490305.548091,12926,6780831.2,750436.86024,0,DATAUSDT
1613952000000,0.11344,0.11344,0.07852,0.09497,24738130.7,1614038399999,2415425.931322,16643,11371957.4,1111922.433706,0,DATAUSDT
1614038400000,0.09543,0.0955,0.0693,0.07961,34733626.7,1614124799999,2751559.893279,15868,16383481.3,1298384.407985,0,DATAUSDT
1614124800000,0.07923,0.0919799999999999,0.07449,0.08472,23180251.3,1614211199999,1980786.245316,12941,11944820.6,1022736.089455,0,DATAUSDT
1614211200000,0.08453,0.08932,0.0761299999999999,0.0765,13292183.9,1614297599999,1118054.48663,8232,6018315.4,508203.030867,0,DATAUSDT
1614297600000,0.0767,0.0799899999999999,0.07,0.07572,15975996.6,1614383999999,1188082.851117,8006,8393200.5,624024.227543,0,DATAUSDT
1614384000000,0.07577,0.1074599999999999,0.07572,0.08698,84236448.6,1614470399999,7894950.282008,40564,41141948.6,3855144.76382,0,DATAUSDT
1614470400000,0.0872,0.08877,0.07382,0.07973,26088091.2,1614556799999,2070193.808003,12001,12416447.1,984784.488855,0,DATAUSDT
1614556800000,0.08015,0.08888,0.0799899999999999,0.08787,14497325.1,1614643199999,1239972.353023,9640,7747922.0,663044.855389,0,DATAUSDT
1614643200000,0.08789,0.091,0.08391,0.08916,14664873.3,1614729599999,1278082.62353,8721,7874126.9,687311.071611,0,DATAUSDT
1614729600000,0.08978,0.098,0.08749,0.0905,14653100.1,1614815999999,1355467.3777110002,9771,7148624.3,661975.721457,0,DATAUSDT
1614816000000,0.0905,0.09865,0.0860799999999999,0.08976,19211488.8,1614902399999,1768379.382734,12287,9229143.2,851735.0305189999,0,DATAUSDT
1614902400000,0.08982,0.11444,0.08225,0.09779,63610809.3,1614988799999,6477064.682333999,32977,32105286.4,3279798.188236,0,DATAUSDT
1614988800000,0.09808,0.1063099999999999,0.093,0.09992,29739929.9,1615075199999,2944267.261198,18295,14326118.3,1415922.873514,0,DATAUSDT
1615075200000,0.09991,0.10259,0.0918,0.09616,22038245.8,1615161599999,2126350.387883,13543,11323243.5,1092893.089789,0,DATAUSDT
1615161600000,0.0962,0.1059,0.092,0.10343,21577086.8,1615247999999,2129276.320476,14997,10567616.5,1043913.568197,0,DATAUSDT
1615248000000,0.10344,0.12,0.10067,0.11892,36021448.2,1615334399999,4025135.986448,25334,18956357.7,2122111.3463520003,0,DATAUSDT
1615334400000,0.1195599999999999,0.12,0.10528,0.10793,21556966.8,1615420799999,2402199.397844,14924,10778537.6,1200342.41706,0,DATAUSDT
1615420800000,0.10737,0.11857,0.1045799999999999,0.11509,17878209.9,1615507199999,1987229.387181,14313,8740795.6,974707.212347,0,DATAUSDT
1615507200000,0.11459,0.14495,0.11322,0.1359,63718641.1,1615593599999,8330212.827191001,44766,32058353.8,4200825.647846,0,DATAUSDT
1615593600000,0.13569,0.138,0.11797,0.13061,41977310.2,1615679999999,5314255.6251260005,33121,19050466.3,2415013.738257,0,DATAUSDT
1615680000000,0.13061,0.15629,0.1280099999999999,0.13762,57921894.1,1615766399999,8418244.062114,46206,28916880.3,4213231.706087001,0,DATAUSDT
1615766400000,0.13763,0.1639999999999999,0.1164299999999999,0.1535099999999999,63178887.0,1615852799999,9032736.842638,42982,32004346.2,4610517.262512,0,DATAUSDT
1615852800000,0.1535099999999999,0.1799,0.1377,0.1561,82307841.2,1615939199999,13324047.284788,64804,39291666.7,6393272.973545,0,DATAUSDT
1615939200000,0.15599,0.1618,0.1340599999999999,0.1532,42240839.7,1616025599999,6149253.714471,33699,19999863.0,2918639.817698,0,DATAUSDT
1616025600000,0.1539,0.15499,0.1359,0.13938,26528330.3,1616111999999,3843918.623552,24218,12541860.2,1817175.629039,0,DATAUSDT
1616112000000,0.13921,0.156,0.1359,0.155,33424565.8,1616198399999,4900649.918172,27418,15774432.4,2322181.155547,0,DATAUSDT
1616198400000,0.15544,0.1633,0.14251,0.14251,34556979.5,1616284799999,5235323.610634,29227,16387870.7,2482975.519178,0,DATAUSDT
1616284800000,0.14252,0.14565,0.13607,0.14169,14525977.9,1616371199999,2042800.039818,14160,6573961.4,925473.842146,0,DATAUSDT
1616371200000,0.14145,0.159,0.1371,0.14222,41297499.4,1616457599999,6129733.0606,36272,20527603.3,3054478.630199,0,DATAUSDT
1616457600000,0.14223,0.18747,0.13501,0.15767,166042797.5,1616543999999,27681433.694107,119647,84025280.0,14010719.6299,0,DATAUSDT
1616544000000,0.15767,0.20775,0.1539,0.15787,143990645.0,1616630399999,26249114.996585,126973,70368181.5,12864973.739263,0,DATAUSDT
1616630400000,0.1567599999999999,0.1743299999999999,0.14,0.14436,66547403.9,1616716799999,10294669.624972,69792,32900636.1,5098226.430629,0,DATAUSDT
1616716800000,0.1446599999999999,0.17567,0.14403,0.16339,53879951.9,1616803199999,8737506.715607,54043,26438695.2,4285806.305809,0,DATAUSDT
1616803200000,0.16337,0.173,0.154,0.16007,47875353.9,1616889599999,7723541.086511,110297,23636284.8,3818242.114332,0,DATAUSDT
1616889600000,0.16008,0.175,0.1567,0.1658599999999999,42243807.6,1616975999999,7055681.497069,85137,21343344.3,3569313.966146,0,DATAUSDT
1616976000000,0.16554,0.172,0.15553,0.1714,46584298.0,1617062399999,7590549.74895,61115,25039815.8,4080291.378232,0,DATAUSDT
1617062400000,0.17144,0.1939999999999999,0.16301,0.1865099999999999,46641952.1,1617148799999,8184354.066539,64838,24022305.5,4222059.132391,0,DATAUSDT
1617148800000,0.18629,0.19856,0.17394,0.17933,45370210.2,1617235199999,8398815.809612,54948,22586677.3,4183775.539828,0,DATAUSDT
1617235200000,0.17986,0.18314,0.17001,0.17957,27642053.8,1617321599999,4861028.057815,32132,13711918.6,2412886.83227,0,DATAUSDT
1617321600000,0.1796,0.1899,0.17436,0.17606,35245355.8,1617407999999,6400823.405489,37613,16641537.1,3023180.600905,0,DATAUSDT
1617408000000,0.17603,0.19025,0.16441,0.1648,34607237.6,1617494399999,6216251.310424,36469,17491375.5,3148316.326924,0,DATAUSDT
1617494400000,0.16467,0.1889999999999999,0.16389,0.18306,34134428.2,1617580799999,5994270.947022,31709,17676755.7,3113787.424329,0,DATAUSDT
1617580800000,0.18323,0.1985,0.1768,0.19219,46854949.2,1617667199999,8880737.8697,45727,24769000.7,4702340.780166999,0,DATAUSDT
1617667200000,0.19218,0.32,0.19015,0.25803,535069237.0,1617753599999,142086816.222764,369065,277460014.7,73777683.766673,0,DATAUSDT
1617753600000,0.25736,0.25991,0.18661,0.20615,292628966.2,1617839999999,62978511.533269,177071,147237712.2,31697455.410909005,0,DATAUSDT
1617840000000,0.20644,0.22496,0.2,0.21493,80378465.9,1617926399999,17075491.983573,74213,40015572.6,8503584.607108,0,DATAUSDT
1617926400000,0.21545,0.2222199999999999,0.20001,0.20228,41973541.7,1618012799999,8711680.040252,44131,19528235.3,4054595.635744,0,DATAUSDT
