date,open,high,low,close,volume,name
2021-01-01,0.1132,0.1265,0.1119,0.1208,6268698.72,OGNUSDT
2021-01-02,0.1208,0.1268,0.1167,0.1234,6822083.83,OGNUSDT
2021-01-03,0.1233,0.1319,0.1182,0.1296,9563666.06,OGNUSDT
2021-01-04,0.1296,0.1399,0.113,0.1315,14365152.29,OGNUSDT
2021-01-05,0.1315,0.1398,0.1208,0.1327,7337102.2,OGNUSDT
2021-01-06,0.1326,0.1498,0.1293,0.1424,16996539.03,OGNUSDT
2021-01-07,0.1425,0.1813,0.142,0.1631,27902495.84,OGNUSDT
2021-01-08,0.1632,0.175,0.1505,0.1669,22846316.21,OGNUSDT
2021-01-09,0.1669,0.17800000000000002,0.16,0.1752,21392112.76,OGNUSDT
2021-01-10,0.1751,0.181,0.1454,0.1593,20423128.94,OGNUSDT
2021-01-11,0.1593,0.1598,0.131,0.1455,19483173.27,OGNUSDT
2021-01-12,0.1454,0.1514,0.1344,0.139,11175523.03,OGNUSDT
2021-01-13,0.1391,0.1515,0.1334,0.15,9094583.03,OGNUSDT
2021-01-14,0.1505,0.1563,0.142,0.154,12661717.71,OGNUSDT
2021-01-15,0.1541,0.16,0.1357,0.1492,18554335.12,OGNUSDT
2021-01-16,0.149,0.17,0.1466,0.1624,18962738.13,OGNUSDT
2021-01-17,0.1624,0.1804,0.1482,0.1736,19744313.18,OGNUSDT
2021-01-18,0.1737,0.1824,0.1662,0.1756,18034591.96,OGNUSDT
2021-01-19,0.1756,0.18,0.16,0.1621,13702809.39,OGNUSDT
2021-01-20,0.1621,0.1751,0.1524,0.1721,14947492.16,OGNUSDT
2021-01-21,0.1725,0.2145,0.1684,0.1784,51005993.53,OGNUSDT
2021-01-22,0.1781,0.1946,0.1521,0.1787,25959523.49,OGNUSDT
2021-01-23,0.1788,0.1853,0.1688,0.1809,15860113.6,OGNUSDT
2021-01-24,0.1807,0.1989,0.1785,0.18600000000000005,17704569.75,OGNUSDT
2021-01-25,0.1861,0.196,0.1788,0.1903,14347617.54,OGNUSDT
2021-01-26,0.1903,0.2162,0.1857,0.2005,26683282.87,OGNUSDT
2021-01-27,0.2005,0.2016,0.17,0.1766,17086549.62,OGNUSDT
2021-01-28,0.1766,0.193,0.1699,0.1826,14058262.98,OGNUSDT
2021-01-29,0.1826,0.1873,0.1742,0.1784,14590809.97,OGNUSDT
2021-01-30,0.1785,0.1886,0.1723,0.1838,13095890.77,OGNUSDT
2021-01-31,0.1838,0.2222,0.1832,0.2047,24067176.62,OGNUSDT
2021-02-01,0.2047,0.2315,0.1965,0.2303,20728886.12,OGNUSDT
2021-02-02,0.2303,0.242,0.2201,0.2284,13132987.84,OGNUSDT
2021-02-03,0.2285,0.2336,0.225,0.228,12028729.5,OGNUSDT
2021-02-04,0.2283,0.2373,0.2174,0.2253,13382247.1,OGNUSDT
2021-02-05,0.2251,0.2455,0.213,0.2439,24268692.44,OGNUSDT
2021-02-06,0.2441,0.2523,0.22,0.231,15390522.28,OGNUSDT
2021-02-07,0.2307,0.2444,0.215,0.2365,15357469.76,OGNUSDT
2021-02-08,0.2363,0.3537,0.2357,0.3075,53392339.2,OGNUSDT
2021-02-09,0.3075,0.56,0.2423,0.4398,153895676.31,OGNUSDT
2021-02-10,0.4398,0.5728,0.349,0.3758,133676058.08,OGNUSDT
2021-02-11,0.3768,0.44,0.3551,0.3892,41316269.59,OGNUSDT
2021-02-12,0.3909,0.4348,0.3732,0.4139,29289780.79,OGNUSDT
2021-02-13,0.4135,0.4364,0.3681,0.4019,24457788.05,OGNUSDT
2021-02-14,0.4004,0.411,0.365,0.3659,14973571.02,OGNUSDT
2021-02-15,0.3651,0.412,0.307,0.373,29488421.25,OGNUSDT
2021-02-16,0.373,0.4088,0.3631,0.3938,17522148.35,OGNUSDT
2021-02-17,0.3945,0.41,0.3662,0.3904,20823790.87,OGNUSDT
2021-02-18,0.3916,0.429,0.389,0.4018,15896015.39,OGNUSDT
2021-02-19,0.4036,0.4081,0.3677,0.3788,20863620.51,OGNUSDT
2021-02-20,0.3788,0.408,0.3631,0.3776,25478332.11,OGNUSDT
2021-02-21,0.3776,0.4798,0.3686,0.4081,56439686.06,OGNUSDT
2021-02-22,0.4087,0.4119,0.3169,0.3707,26213313.1,OGNUSDT
2021-02-23,0.3718,0.3759,0.231,0.2864,36472758.91,OGNUSDT
2021-02-24,0.2866,0.3274,0.2666,0.3056,16416984.16,OGNUSDT
2021-02-25,0.304,0.3324,0.2776,0.2794,15301976.37,OGNUSDT
2021-02-26,0.2811,0.29,0.253,0.2726,19411558.73,OGNUSDT
2021-02-27,0.2717,0.29,0.2659,0.2723,10016326.42,OGNUSDT
2021-02-28,0.273,0.42,0.2568,0.3401,189302376.81,OGNUSDT
2021-03-01,0.3397,0.377,0.3103,0.3472,52271802.79,OGNUSDT
2021-03-02,0.3477,0.4116,0.339,0.3732,31695444.43,OGNUSDT
2021-03-03,0.3734,0.4398,0.3683,0.4008,25546409.1,OGNUSDT
2021-03-04,0.4012,0.5678,0.3917,0.537,78633944.4,OGNUSDT
2021-03-05,0.537,0.5399,0.4197,0.4613,49933232.88,OGNUSDT
2021-03-06,0.4623,0.4929,0.4382,0.4577,17493069.71,OGNUSDT
2021-03-07,0.458,0.655,0.455,0.5946,58707510.91,OGNUSDT
2021-03-08,0.5927,0.72,0.5324,0.6824,57359900.97,OGNUSDT
2021-03-09,0.6797,0.9883,0.6736,0.7921,111276101.84,OGNUSDT
2021-03-10,0.792,0.89,0.7016,0.7458,47026678.75,OGNUSDT
2021-03-11,0.7476,0.951,0.7207,0.9169,41052000.64,OGNUSDT
2021-03-12,0.9196,0.98,0.8076,0.826,30120077.93,OGNUSDT
2021-03-13,0.8239,0.9077,0.7809999999999999,0.8074,22463122.65,OGNUSDT
2021-03-14,0.8093,0.8161,0.7282,0.7333,22588370.57,OGNUSDT
2021-03-15,0.7375,1.26,0.7241,1.1528,93793324.53,OGNUSDT
2021-03-16,1.1537,1.367,0.9527,1.0139,84489045.52,OGNUSDT
2021-03-17,1.0131,1.146,0.9801,1.0329,30056807.94,OGNUSDT
2021-03-18,1.0322,1.0387,0.9709,0.9782,21330339.87,OGNUSDT
2021-03-19,0.9794,1.0355,0.9375,0.9721,14564500.29,OGNUSDT
2021-03-20,0.9722,1.1442,0.9616,0.9958,22603548.23,OGNUSDT
2021-03-21,0.9957,1.05,0.9064,0.9605,17895856.14,OGNUSDT
2021-03-22,0.9622,1.0187,0.85,0.8724,17167682.69,OGNUSDT
2021-03-23,0.8721,0.97,0.825,0.8512,14503960.25,OGNUSDT
2021-03-24,0.8512,0.92,0.7801,0.7812,11042967.85,OGNUSDT
2021-03-25,0.7844,0.8851,0.7509999999999999,0.7988,13352455.1,OGNUSDT
2021-03-26,0.7973,0.9638,0.7973,0.9278,11656584.0,OGNUSDT
