date,open,high,low,close,volume,name
2021-01-01,0.467,0.4738,0.4341,0.4497,8088779.5,ICXUSDT
2021-01-02,0.4493,0.4606,0.425,0.434,8446103.06,ICXUSDT
2021-01-03,0.4341,0.4926,0.43,0.4864,16815133.9,ICXUSDT
2021-01-04,0.4868,0.5241,0.45,0.523,21888056.35,ICXUSDT
2021-01-05,0.523,0.5720000000000001,0.4771,0.5472,21086077.56,ICXUSDT
2021-01-06,0.5472,0.6579999999999999,0.5317,0.6253,27652462.92,ICXUSDT
2021-01-07,0.6253,0.6361,0.55,0.574,21462684.57,ICXUSDT
2021-01-08,0.5731,0.65,0.5196,0.628,22218749.32,ICXUSDT
2021-01-09,0.6286,0.7195,0.599,0.6849,18618968.63,ICXUSDT
2021-01-10,0.6858,0.7190000000000001,0.5651,0.6342,20684011.59,ICXUSDT
2021-01-11,0.6344,0.6371,0.5238,0.6058,26929751.4,ICXUSDT
2021-01-12,0.6061,0.6411,0.5407,0.5695,15601275.42,ICXUSDT
2021-01-13,0.5696,0.6401,0.5379999999999999,0.6271,14183440.28,ICXUSDT
2021-01-14,0.628,0.6365,0.5832,0.603,10964873.25,ICXUSDT
2021-01-15,0.6022,0.66,0.552,0.6112,22498273.62,ICXUSDT
2021-01-16,0.6112,0.7263,0.6036,0.66,24962538.59,ICXUSDT
2021-01-17,0.66,0.6835,0.61,0.6625,14177821.51,ICXUSDT
2021-01-18,0.6633,0.7791,0.6428,0.7455,26166685.89,ICXUSDT
2021-01-19,0.7458,0.7714,0.6793,0.6956,14312822.33,ICXUSDT
2021-01-20,0.6951,0.8179,0.6362,0.8043,22510504.93,ICXUSDT
2021-01-21,0.8043,0.8898,0.6901,0.6985,44730216.83,ICXUSDT
2021-01-22,0.6985,0.7604,0.632,0.7073,23319785.45,ICXUSDT
2021-01-23,0.7066,0.7582,0.6975,0.7289,12237694.45,ICXUSDT
2021-01-24,0.7289,0.7921,0.7206,0.7598,13022759.09,ICXUSDT
2021-01-25,0.7607,0.93,0.7441,0.8088,33689168.33,ICXUSDT
2021-01-26,0.8101,0.9399,0.7962,0.8941,31171607.92,ICXUSDT
