date,open,high,low,close,volume,name
2021-01-01,0.04159,0.04518,0.04133,0.0421,56731322.7,ROSEUSDT
2021-01-02,0.04204,0.0431,0.03951,0.04095,64594870.6,ROSEUSDT
2021-01-03,0.04094,0.04499,0.039,0.04129,100487681.3,ROSEUSDT
2021-01-04,0.0413,0.0459,0.0375,0.04135,164913608.8,ROSEUSDT
2021-01-05,0.04135,0.04777,0.0399,0.04394,163694198.3,ROSEUSDT
2021-01-06,0.04394,0.04994,0.04382,0.04743,145649316.6,ROSEUSDT
2021-01-07,0.04746,0.0546,0.04575,0.05095,155576047.3,ROSEUSDT
2021-01-08,0.05095,0.05105,0.04068,0.04536,156039029.1,ROSEUSDT
2021-01-09,0.04537,0.04875,0.0433,0.04704,107096545.8,ROSEUSDT
2021-01-10,0.04704,0.04995,0.04285,0.04476,122060959.5,ROSEUSDT
2021-01-11,0.04474,0.04476,0.03835,0.04144,149379703.3,ROSEUSDT
2021-01-12,0.04135,0.0442,0.03938,0.04138,74574220.1,ROSEUSDT
2021-01-13,0.04134,0.04419,0.03987,0.0435,69734693.1,ROSEUSDT
2021-01-14,0.0435,0.047810000000000005,0.04274,0.04506,73705700.0,ROSEUSDT
2021-01-15,0.04506,0.04816,0.042,0.04505,83215906.3,ROSEUSDT
2021-01-16,0.04507,0.055,0.04507,0.053770000000000005,156236463.4,ROSEUSDT
2021-01-17,0.05376,0.0704,0.04861,0.06418,286239246.8,ROSEUSDT
2021-01-18,0.0641,0.0756,0.05969,0.06298,207155929.7,ROSEUSDT
2021-01-19,0.06291000000000001,0.0703,0.05989,0.06234,111239865.7,ROSEUSDT
2021-01-20,0.06234,0.06387999999999999,0.053,0.06059,150241041.5,ROSEUSDT
2021-01-21,0.06059,0.062,0.05365,0.05451,124047211.9,ROSEUSDT
2021-01-22,0.05446,0.0669,0.05102,0.060370000000000014,128211022.1,ROSEUSDT
2021-01-23,0.06036,0.06581000000000001,0.05855,0.0641,89432637.5,ROSEUSDT
2021-01-24,0.06416000000000001,0.0665,0.05975,0.06647,84444866.8,ROSEUSDT
2021-01-25,0.06639,0.0665,0.0581,0.059170000000000014,67033477.7,ROSEUSDT
2021-01-26,0.05915,0.0629,0.0558,0.06169,72676402.1,ROSEUSDT
2021-01-27,0.06167,0.06167,0.05439,0.05519,86880110.6,ROSEUSDT
2021-01-28,0.0552,0.06164,0.05482000000000002,0.05805,74933456.7,ROSEUSDT
2021-01-29,0.058079999999999986,0.061,0.054000000000000006,0.05639,116888940.0,ROSEUSDT
2021-01-30,0.05639,0.05989,0.0543,0.05618,65666064.5,ROSEUSDT
2021-01-31,0.05621,0.0639,0.05555,0.05729,105593115.4,ROSEUSDT
2021-02-01,0.05728,0.06231,0.055560000000000005,0.06216,73583773.9,ROSEUSDT
2021-02-02,0.06215,0.06216,0.0586,0.060870000000000014,56399555.0,ROSEUSDT
2021-02-03,0.06086,0.07244,0.06023,0.07106,149765689.7,ROSEUSDT
2021-02-04,0.07109,0.07493999999999999,0.06318,0.06498,123270003.3,ROSEUSDT
2021-02-05,0.06496,0.075,0.06493,0.07200000000000001,92335922.7,ROSEUSDT
2021-02-06,0.07201,0.08,0.06554,0.07088,124868265.8,ROSEUSDT
2021-02-07,0.07088,0.077,0.0665,0.07277,104943237.1,ROSEUSDT
2021-02-08,0.0728,0.08800000000000001,0.07261000000000001,0.08522,186059940.0,ROSEUSDT
2021-02-09,0.08522,0.08759,0.08042,0.08639,104307125.6,ROSEUSDT
2021-02-10,0.08639,0.11540999999999994,0.08199,0.10558,236250715.1,ROSEUSDT
2021-02-11,0.10558,0.11805999999999996,0.10169,0.10789,123937907.7,ROSEUSDT
2021-02-12,0.1079,0.12879000000000002,0.10074,0.12543,110056104.4,ROSEUSDT
2021-02-13,0.12565,0.12654,0.10536,0.11507,104052696.3,ROSEUSDT
2021-02-14,0.11514,0.11687,0.08921,0.10241,104056479.5,ROSEUSDT
2021-02-15,0.10242,0.11362,0.08675,0.09898,92168486.0,ROSEUSDT
2021-02-16,0.09898,0.1407,0.09451,0.12734,290867918.3,ROSEUSDT
2021-02-17,0.12755999999999998,0.14770999999999998,0.11368,0.13327999999999998,218017994.6,ROSEUSDT
2021-02-18,0.13305999999999998,0.14673,0.12624000000000002,0.12844,106554533.8,ROSEUSDT
2021-02-19,0.12845,0.14,0.12268,0.12976,90592595.2,ROSEUSDT
2021-02-20,0.12989,0.13498,0.11209,0.11654,93321376.0,ROSEUSDT
2021-02-21,0.11676,0.12747999999999998,0.11556,0.11979,70019012.0,ROSEUSDT
2021-02-22,0.11959000000000004,0.13042,0.09433,0.11325,161159503.2,ROSEUSDT
2021-02-23,0.11312,0.11337,0.085,0.09696,155390412.2,ROSEUSDT
2021-02-24,0.09716,0.1122,0.09089,0.09974,112954331.4,ROSEUSDT
2021-02-25,0.10004,0.1057,0.09,0.09135,94021832.9,ROSEUSDT
2021-02-26,0.09116,0.09601,0.08301,0.09124,92971790.9,ROSEUSDT
2021-02-27,0.0911,0.1004,0.09,0.09427,73517746.3,ROSEUSDT
2021-02-28,0.09398,0.095,0.08355,0.09079,84482711.2,ROSEUSDT
2021-03-01,0.09088,0.10488,0.0899,0.09694,64753154.2,ROSEUSDT
2021-03-02,0.09693,0.10449,0.09213,0.09893,86598402.0,ROSEUSDT
2021-03-03,0.09893,0.10772,0.09675,0.10384000000000004,84706792.1,ROSEUSDT
